area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d2063,223,223,0,47,105,35,156,124,130,102,99,36,27,7,65,369,77
d2064,298,298,0,134,157,4,13,23,39,161,159,43,48,62,199,197,15
d2065,250,0,250,59,180,3,37,9,13,162,149,67,65,50,236,167,12
d2066,328,328,0,148,176,1,13,28,32,170,166,57,63,70,193,236,17
d2067,275,0,275,72,197,1,24,7,15,161,157,75,78,43,276,163,11
d2068,301,0,301,96,195,5,21,14,12,188,178,64,66,33,202,258,29
d2069,281,281,0,105,146,10,86,84,86,155,154,12,22,29,78,337,69
d2070,294,294,0,117,148,13,70,87,82,154,158,24,17,31,87,322,82
d2071,276,276,0,89,167,7,54,65,54,187,151,18,23,37,121,291,49
d2072,220,220,0,39,95,43,183,159,128,94,102,31,27,11,67,395,68
d2073,279,0,279,94,173,0,53,10,11,126,127,116,103,64,281,147,1
d2074,264,0,264,58,191,5,43,11,8,170,148,79,82,57,273,159,9
d2075,284,284,0,101,161,10,54,68,60,158,154,31,36,33,105,312,57
d2076,279,279,0,104,160,8,34,64,71,149,148,21,29,41,103,282,56
d2077,287,287,0,104,161,8,66,62,63,170,166,33,22,34,129,293,60
d2078,291,0,291,76,211,3,4,22,9,175,181,53,71,29,189,259,34
d2079,284,0,284,88,178,7,48,9,5,124,134,127,114,52,296,164,1
d2080,239,0,239,57,167,4,50,16,11,138,153,71,64,48,260,142,3
d2081,274,274,0,90,164,7,60,64,69,155,172,21,18,35,96,322,46
d2082,265,0,265,68,190,3,16,12,10,177,141,69,64,33,268,161,11
d2083,267,267,0,105,122,20,91,84,82,160,137,21,16,31,90,295,84
d2084,275,275,0,124,123,9,85,102,88,135,121,18,18,25,76,318,63
d2085,275,275,0,96,156,7,69,77,60,154,165,19,23,39,114,294,51
d2086,267,267,0,95,156,7,41,86,65,141,130,28,19,26,100,293,50
d2087,276,276,0,93,161,8,62,72,71,145,175,21,17,29,115,310,47
d2088,267,0,267,56,201,3,34,13,9,165,171,65,78,55,276,160,10
d2089,268,268,0,82,157,15,66,76,76,149,157,25,24,34,110,318,45
d2090,262,262,0,83,157,10,52,62,68,148,162,24,15,25,109,285,60
d2091,302,0,302,109,183,6,21,7,10,151,132,110,104,62,297,154,1
d2092,301,0,301,129,170,2,0,6,6,98,106,133,126,34,186,228,27
d2093,298,298,0,123,168,2,20,20,42,171,154,51,47,56,213,203,13
d2094,277,277,0,111,131,13,98,90,88,132,162,21,17,28,94,310,78
d2095,286,0,286,104,164,7,50,9,9,143,121,117,104,59,277,166,1
d2096,283,0,283,77,191,6,39,10,13,169,177,80,67,56,271,175,14
d2097,265,265,0,92,145,12,73,83,88,143,131,22,24,31,75,313,72
d2098,293,293,0,103,176,2,56,69,68,163,164,25,28,44,118,302,53
d2099,215,215,0,43,106,30,160,124,109,98,116,33,25,14,43,371,77
d2100,293,293,0,116,154,8,63,64,70,168,165,24,20,39,124,301,47
d2101,209,209,0,44,94,36,156,112,123,116,90,27,28,9,50,363,74
d2102,273,0,273,88,165,8,57,8,6,155,131,93,106,52,290,155,2
d2103,269,269,0,103,130,14,96,95,72,140,151,24,19,33,73,331,64
d2104,286,286,0,126,154,3,15,30,22,156,147,44,59,58,190,195,15
d2105,267,0,267,101,151,4,49,9,8,121,107,118,101,56,251,156,1
d2106,256,0,256,57,189,3,34,12,8,158,152,68,80,65,244,159,10
d2107,264,264,0,89,153,12,45,75,59,145,161,18,18,34,111,300,31
d2108,275,275,0,101,156,6,50,60,64,165,145,26,21,46,118,271,46
d2109,335,0,335,139,193,1,8,10,14,115,149,108,140,45,203,252,36
d2110,308,308,0,126,174,3,20,28,31,168,166,57,53,67,196,216,24
d2111,249,0,249,55,186,1,31,11,13,148,150,82,57,38,268,145,10
d2112,260,0,260,68,189,2,6,13,10,172,136,73,54,43,177,220,18
d2113,289,0,289,81,202,2,17,10,14,153,169,79,83,61,277,158,12
d2114,266,0,266,54,207,2,17,15,10,143,156,77,90,60,257,168,6
d2115,289,0,289,84,200,2,12,16,14,160,157,89,66,41,202,238,21
d2116,279,0,279,68,206,3,9,6,12,164,163,77,76,61,263,160,14
d2117,276,276,0,119,119,12,114,82,88,162,130,28,17,36,84,317,70
d2118,288,288,0,98,168,11,52,63,62,175,166,27,26,43,121,301,54
d2119,297,0,297,103,183,5,29,7,7,133,145,118,103,61,274,175,3
d2120,276,276,0,102,154,11,39,70,71,146,149,15,31,26,103,302,51
d2121,264,264,0,106,124,10,106,77,79,162,131,23,18,26,84,308,72
d2122,279,0,279,81,193,2,14,9,12,166,152,69,79,69,256,150,12
d2123,292,292,0,111,157,11,57,50,85,168,165,26,21,34,120,313,48
d2124,306,0,306,94,208,2,10,13,9,177,183,81,63,38,219,240,29
d2125,298,0,298,109,180,5,18,8,8,132,135,111,108,48,274,180,0
d2126,284,0,284,114,158,2,43,13,6,126,124,117,93,57,265,155,2
d2127,282,282,0,113,137,15,75,90,83,136,153,27,18,27,84,325,71
d2128,273,0,273,81,182,3,31,15,12,158,167,68,65,35,184,242,24
d2129,271,271,0,91,164,6,45,61,65,156,150,33,17,39,102,292,49
d2130,298,0,298,110,180,2,25,8,7,139,114,118,115,53,272,174,2
d2131,283,283,0,106,143,13,94,97,86,142,150,26,24,34,80,342,69
d2132,292,292,0,107,147,16,96,101,99,153,151,23,18,25,86,355,79
d2133,322,0,322,141,177,2,10,11,12,112,125,129,122,30,185,262,34
d2134,282,0,282,74,194,6,36,8,11,159,176,70,92,55,294,159,8
d2135,317,0,317,145,167,2,13,3,9,110,115,123,138,46,176,249,27
d2136,326,326,0,154,165,4,16,34,34,182,174,44,44,73,208,216,15
d2137,294,294,0,114,157,11,52,72,54,171,162,31,23,39,126,298,50
d2138,288,0,288,68,212,6,8,16,20,173,181,67,61,44,210,246,18
d2139,327,327,0,151,168,2,28,31,25,175,173,47,70,69,229,191,32
d2140,265,265,0,91,151,12,48,55,66,145,160,28,23,23,98,304,52
d2141,295,295,0,102,170,8,67,63,71,175,171,26,27,42,131,301,59
d2142,270,0,270,64,191,2,58,11,7,176,156,81,79,67,257,178,8
d2143,298,0,298,125,170,2,4,3,4,106,114,126,122,39,156,255,25
d2144,292,0,292,70,211,5,27,8,10,188,160,100,68,65,281,179,9
d2145,284,0,284,76,205,2,4,14,10,158,177,57,80,35,188,239,34
d2146,274,0,274,74,195,1,17,12,15,185,159,48,65,40,171,250,23
d2147,301,0,301,141,156,2,8,5,7,109,107,110,129,36,182,218,31
d2148,291,0,291,102,180,5,18,9,16,111,144,108,107,56,287,150,2
d2149,303,0,303,78,223,1,4,16,22,192,164,67,70,39,193,268,31
d2150,323,323,0,147,169,3,16,26,29,153,198,52,52,71,209,211,19
d2151,278,278,0,105,154,7,53,57,57,158,158,34,23,35,117,283,52
d2152,329,329,0,147,175,3,17,33,33,164,172,54,67,66,223,218,16
d2153,271,271,0,93,152,12,60,65,75,157,141,27,28,20,120,302,51
d2154,263,0,263,55,198,7,14,10,8,167,164,68,69,59,267,150,10
d2155,264,0,264,65,190,2,34,16,10,150,157,74,78,77,243,156,9
d2156,321,321,0,167,147,4,13,29,27,164,160,53,53,51,204,220,11
d2157,297,297,0,112,173,1,49,58,62,173,164,29,24,42,136,284,48
d2158,272,272,0,109,126,12,110,102,91,151,110,28,25,22,83,330,72
d2159,202,202,0,32,93,34,191,134,105,115,99,27,31,9,51,365,86
d2160,284,0,284,122,158,1,16,8,11,109,108,114,107,37,151,241,28
d2161,350,0,350,142,204,1,13,13,11,129,117,133,163,45,217,272,32
d2162,313,0,313,139,172,0,8,11,4,119,122,116,119,36,190,223,42
d2163,320,320,0,140,170,3,29,26,34,175,170,58,55,70,199,230,19
d2164,290,0,290,117,168,2,13,11,6,109,112,114,120,36,183,228,25
d2165,241,0,241,46,183,4,37,16,19,140,155,64,67,51,241,160,9
d2166,257,257,0,97,127,18,68,78,82,140,139,18,16,31,64,303,75
d2167,263,263,0,93,151,7,53,55,73,140,147,27,27,33,106,268,62
d2168,263,263,0,107,115,18,102,89,82,145,135,20,22,31,74,318,70
d2169,283,0,283,71,205,3,17,9,15,183,179,60,61,50,191,246,20
d2170,196,196,0,33,96,24,191,123,123,100,91,27,24,7,58,350,73
d2171,289,0,289,67,216,2,19,12,10,193,169,60,80,27,215,253,29
d2172,309,0,309,134,172,2,5,6,8,109,109,135,122,48,176,237,28
d2173,299,299,0,127,168,2,8,33,30,163,156,41,54,67,179,219,12
d2174,260,260,0,97,121,14,127,97,102,132,137,21,19,21,88,337,62
d2175,260,0,260,58,189,3,45,19,11,155,163,82,60,61,265,155,9
d2176,306,0,306,145,156,2,13,7,6,105,111,128,119,44,168,234,30
d2177,260,260,0,91,141,10,80,66,64,163,152,13,25,43,118,272,50
d2178,287,0,287,110,163,3,52,14,11,117,122,106,127,68,263,165,1
d2179,276,276,0,110,133,10,107,82,87,168,142,20,14,27,76,338,72
d2180,294,0,294,102,176,6,44,13,11,135,136,112,109,58,272,180,6
d2181,300,0,300,115,179,1,20,7,11,130,120,108,120,42,176,249,29
d2182,279,0,279,73,198,3,24,11,11,169,157,71,83,70,256,167,9
d2183,201,201,0,40,80,38,193,125,112,118,101,24,27,8,54,371,74
d2184,310,310,0,133,169,4,16,27,38,171,162,42,59,59,200,219,21
d2185,268,0,268,65,193,6,19,15,8,166,147,75,77,62,275,147,4
d2186,293,293,0,96,173,10,64,73,74,169,169,24,27,47,137,299,53
d2187,281,0,281,87,190,2,9,10,7,162,165,73,65,47,187,231,17
d2188,306,0,306,126,176,1,13,11,9,134,108,125,107,40,164,256,34
d2189,277,0,277,84,192,1,0,10,12,177,146,57,69,27,186,233,25
d2190,271,271,0,88,158,13,54,62,81,136,170,21,27,31,106,308,52
d2191,299,0,299,100,194,2,15,15,15,172,191,51,65,42,191,247,29
d2192,208,208,0,44,88,35,180,125,124,84,118,31,23,7,55,369,74
d2193,332,332,0,156,170,4,9,30,25,162,190,52,58,67,212,223,15
d2194,276,276,0,94,168,5,44,60,67,157,154,27,24,23,120,302,44
d2195,277,277,0,95,158,10,63,73,66,161,162,25,17,37,121,296,50
d2196,311,0,311,123,184,3,4,7,6,118,106,134,133,44,196,241,23
d2197,277,277,0,99,160,8,47,62,58,173,142,24,31,33,120,277,60
d2198,304,0,304,122,177,3,10,9,8,100,139,119,120,41,179,241,34
d2199,275,0,275,93,163,8,47,5,6,109,146,120,104,58,277,155,0
d2200,304,0,304,139,162,0,13,8,6,104,122,112,124,51,169,222,34
d2201,261,261,0,103,124,13,98,94,96,121,133,19,25,25,77,320,66
d2202,277,0,277,88,187,0,8,15,14,168,154,66,53,35,195,216,24
d2203,279,0,279,80,189,4,28,19,10,165,160,61,83,83,245,160,10
d2204,276,0,276,70,193,3,44,9,9,140,177,93,81,59,276,168,6
d2205,276,276,0,91,165,9,47,64,67,155,166,24,19,38,105,303,49
d2206,274,0,274,70,198,1,22,12,9,171,149,90,60,48,270,167,6
d2207,339,339,0,155,177,2,23,24,42,162,190,56,64,60,217,240,21
d2208,303,303,0,131,168,0,19,32,34,159,149,60,52,59,191,213,23
d2209,224,224,0,45,107,28,192,132,126,108,110,33,26,7,57,388,83
d2210,277,0,277,73,196,2,27,18,6,164,165,74,71,61,286,141,10
d2211,277,0,277,76,192,4,20,8,18,169,161,59,77,51,283,147,11
d2212,270,270,0,81,165,11,58,61,77,159,164,21,20,33,110,301,58
d2213,280,280,0,103,146,14,78,81,80,150,150,28,26,35,87,327,66
d2214,255,255,0,90,141,14,47,63,76,145,141,17,19,42,99,281,39
d2215,283,283,0,98,159,14,55,68,68,164,164,33,16,45,116,295,57
d2216,279,0,279,74,191,6,35,12,7,168,163,75,84,60,276,161,12
d2217,283,283,0,121,125,12,110,83,84,156,154,23,17,39,85,305,88
d2218,311,311,0,126,180,0,22,43,28,181,169,47,40,58,217,217,16
d2219,281,281,0,95,165,5,71,71,69,163,163,22,23,43,122,293,53
d2220,273,273,0,109,126,17,99,87,77,155,151,16,25,39,78,328,66
d2221,288,288,0,97,171,9,48,68,58,189,153,19,27,41,123,296,54
d2222,304,0,304,144,159,0,4,7,6,110,109,116,118,48,176,215,27
d2223,342,342,0,145,193,3,4,27,32,196,177,67,45,68,214,247,15
d2224,308,0,308,103,203,0,8,11,15,178,174,72,67,37,206,258,16
d2225,300,0,300,119,169,4,35,2,8,138,137,99,120,62,275,164,3
d2226,276,0,276,76,188,5,32,5,8,168,153,78,87,57,280,149,13
d2227,270,270,0,98,153,7,52,58,72,151,151,25,20,18,114,294,51
d2228,315,315,0,117,192,3,12,19,24,170,187,61,61,80,207,216,19
d2229,296,296,0,120,137,18,93,84,103,161,152,28,13,39,83,341,78
d2230,311,0,311,127,180,2,10,8,10,125,105,119,136,51,183,240,29
d2231,277,277,0,116,136,9,73,87,78,130,145,26,22,25,83,307,73
d2232,283,283,0,118,137,10,80,91,93,141,139,17,21,26,93,315,68
d2233,291,291,0,98,165,10,78,84,70,152,189,24,17,33,127,320,56
d2234,280,280,0,111,147,7,68,57,74,135,180,21,27,34,122,293,45
d2235,284,0,284,58,220,1,21,15,11,168,180,70,78,60,261,186,15
d2236,257,0,257,63,184,6,18,12,8,151,150,78,68,72,247,139,9
d2237,278,0,278,79,197,1,6,11,8,180,164,64,55,42,182,235,23
d2238,277,277,0,93,165,8,49,65,57,166,148,32,28,36,119,296,45
d2239,297,297,0,134,158,2,15,33,20,172,151,48,47,54,222,181,14
d2240,296,296,0,103,173,8,55,80,68,192,142,31,15,36,128,294,70
d2241,282,0,282,75,203,4,0,9,8,177,161,66,72,31,196,238,28
d2242,265,265,0,114,120,10,92,91,80,149,132,11,13,27,71,304,74
d2243,258,258,0,93,130,14,94,94,87,151,132,15,10,21,81,307,80
d2244,290,0,290,92,193,3,9,15,9,178,176,63,55,45,187,233,31
d2245,271,271,0,88,163,9,47,68,61,151,155,26,27,35,119,290,44
d2246,265,0,265,58,195,3,41,17,21,167,152,72,69,51,271,165,11
d2247,274,274,0,92,159,9,58,55,67,159,166,25,23,37,102,306,50
d2248,296,296,0,109,175,6,24,77,74,157,147,24,22,28,126,300,47
d2249,287,287,0,121,133,8,111,91,90,151,141,26,23,37,84,317,84
d2250,290,290,0,102,160,12,71,85,60,170,166,22,26,23,106,345,55
d2251,268,268,0,94,148,8,81,75,71,145,154,22,28,28,105,307,55
d2252,259,259,0,98,135,10,76,96,73,130,138,17,20,26,86,301,61
d2253,311,0,311,132,172,3,16,11,10,97,124,124,135,42,191,239,29
d2254,309,0,309,135,170,0,18,10,12,105,123,106,137,41,172,254,26
d2255,300,300,0,112,170,8,45,64,66,180,151,30,30,35,112,320,54
d2256,287,287,0,99,161,9,81,72,73,173,157,30,24,43,119,314,53
d2257,291,0,291,135,150,3,15,9,7,115,108,118,102,35,174,225,25
d2258,314,314,0,146,162,2,17,22,34,164,163,58,52,74,207,198,14
d2259,271,0,271,73,191,2,23,16,15,161,185,54,53,41,200,221,22
d2260,316,316,0,144,163,3,26,23,15,174,188,56,49,67,225,202,11
d2261,221,221,0,45,92,37,208,131,129,104,117,36,31,15,62,391,80
d2262,195,195,0,32,95,32,161,126,105,110,82,34,22,8,52,327,92
d2263,282,282,0,101,153,7,93,75,77,147,168,24,30,39,107,316,59
d2264,266,266,0,88,152,8,80,67,75,159,153,27,15,32,107,297,60
d2265,272,272,0,120,121,14,78,88,87,137,137,17,16,26,77,309,70
d2266,260,260,0,74,166,7,56,63,63,150,159,16,32,29,110,280,64
d2267,227,227,0,57,97,29,204,118,112,117,117,39,39,15,66,375,86
d2268,258,0,258,73,176,4,24,18,14,158,169,45,57,39,175,224,23
d2269,187,187,0,35,75,32,204,132,103,94,98,37,21,8,52,356,69
d2270,256,256,0,100,125,9,95,72,90,137,130,22,21,39,68,278,87
d2271,294,294,0,102,172,5,64,59,67,163,180,25,31,44,143,274,64
d2272,280,0,280,55,210,8,32,19,9,159,196,72,76,61,278,185,7
d2273,274,0,274,71,195,2,24,7,10,161,161,64,88,48,266,161,16
d2274,267,267,0,102,130,13,94,90,74,153,148,11,19,22,73,328,72
d2275,266,0,266,84,177,3,9,11,5,174,153,60,53,34,160,240,22
d2276,289,0,289,76,208,4,5,12,15,170,153,67,92,56,266,175,12
d2277,286,286,0,105,157,8,72,68,73,165,155,19,35,50,107,305,53
d2278,208,208,0,54,90,25,178,114,117,91,111,20,34,8,53,338,88
d2279,307,0,307,137,167,1,10,7,8,119,94,130,126,26,185,247,26
d2280,278,0,278,61,209,3,24,17,5,163,181,66,80,65,277,161,9
d2281,286,286,0,106,162,9,40,61,66,158,162,23,27,32,137,273,55
d2282,277,277,0,121,128,13,63,85,70,137,146,23,18,34,72,296,77
d2283,329,329,0,143,179,3,18,38,28,171,181,53,57,64,210,236,18
d2284,294,0,294,68,216,6,18,9,12,184,168,72,91,61,276,180,19
d2285,277,277,0,116,135,7,89,71,72,148,155,24,26,36,111,304,45
d2286,290,0,290,68,207,7,36,11,12,172,178,92,74,45,309,171,14
d2287,275,0,275,69,191,4,47,16,9,166,180,73,66,66,271,164,9
d2288,279,279,0,128,116,13,96,86,97,136,146,13,17,29,82,316,68
d2289,311,0,311,135,174,1,5,6,16,112,123,117,117,41,154,257,39
d2290,264,0,264,70,180,7,31,10,13,150,164,67,78,43,264,168,7
d2291,310,310,0,133,171,3,14,28,19,178,184,41,48,65,201,216,16
d2292,319,319,0,148,160,4,31,42,33,146,184,46,60,63,195,231,22
d2293,268,0,268,62,197,5,18,14,7,156,164,95,53,54,277,151,7
d2294,274,274,0,111,122,15,117,85,97,156,138,21,20,28,91,316,82
d2295,284,284,0,111,137,17,84,90,85,153,148,29,15,37,74,331,78
d2296,297,0,297,77,215,1,19,5,9,197,184,74,60,36,196,272,25
d2297,261,261,0,96,140,10,74,61,79,152,150,19,19,31,97,308,44
d2298,317,317,0,123,192,0,9,28,41,193,155,53,46,79,218,199,20
d2299,255,255,0,80,145,10,92,72,61,147,168,18,26,32,97,304,59
d2300,298,0,298,127,166,2,12,6,9,111,118,131,102,39,181,229,28
d2301,265,265,0,89,148,12,71,72,64,152,148,31,25,29,112,308,43
d2302,318,318,0,129,181,1,29,37,38,180,163,53,52,69,209,228,17
d2303,272,0,272,80,185,4,15,15,12,182,162,44,62,38,199,221,19
d2304,318,0,318,128,185,4,4,9,3,113,130,119,140,36,205,240,33
d2305,308,308,0,133,169,2,20,32,27,172,162,55,49,72,200,216,9
d2306,256,256,0,102,121,12,92,88,73,127,144,21,19,26,79,295,72
d2307,274,274,0,97,157,7,61,66,84,161,137,21,24,25,98,314,56
d2308,268,0,268,72,179,9,33,11,9,166,147,93,64,58,256,161,15
d2309,267,267,0,86,158,12,49,76,63,161,149,15,23,41,94,305,47
d2310,267,0,267,57,197,6,31,11,18,167,157,69,78,58,278,151,13
d2311,276,276,0,91,165,9,51,50,66,162,180,19,22,34,120,286,59
d2312,285,0,285,70,199,5,50,13,11,172,173,96,68,54,296,165,18
d2313,266,266,0,115,117,11,104,84,88,139,137,23,15,34,75,303,74
d2314,297,297,0,126,140,12,84,99,93,154,143,19,18,34,90,327,75
d2315,275,0,275,92,161,7,64,12,14,125,123,117,108,70,254,173,2
d2316,264,264,0,93,132,12,125,86,109,148,138,13,24,30,89,322,77
d2317,267,267,0,111,120,17,84,70,88,142,148,21,17,20,86,307,73
d2318,292,0,292,85,195,10,9,9,13,182,152,77,81,62,275,166,11
d2319,327,327,0,138,182,3,17,38,33,175,165,62,55,72,219,217,20
d2320,274,274,0,90,159,12,62,60,58,176,167,22,23,38,101,329,38
d2321,267,267,0,92,152,8,66,71,74,155,144,22,20,41,107,278,60
d2322,294,0,294,68,216,4,24,19,10,157,172,86,92,62,277,182,15
d2323,269,0,269,82,177,2,34,4,9,142,129,97,95,62,284,127,3
d2324,319,319,0,135,174,8,8,32,26,172,176,62,47,73,204,217,21
d2325,280,280,0,113,138,8,92,84,85,150,149,20,17,32,80,320,73
d2326,303,303,0,131,165,4,14,27,28,165,155,59,53,78,195,198,16
d2327,322,0,322,129,190,3,0,10,11,115,123,140,119,38,187,267,26
d2328,263,0,263,63,191,6,13,13,7,151,170,66,69,48,256,157,15
d2329,262,0,262,69,182,6,21,11,5,155,159,70,72,51,250,167,4
d2330,279,0,279,63,207,3,27,11,11,158,169,82,82,69,263,172,9
d2331,314,0,314,144,167,3,0,11,14,104,112,127,119,47,162,250,28
d2332,274,274,0,85,167,9,58,77,60,180,134,21,32,42,103,307,52
d2333,293,0,293,134,156,1,8,4,7,117,104,122,103,40,162,224,31
d2334,272,272,0,104,135,11,105,109,84,155,137,12,15,17,66,335,94
d2335,305,305,0,136,164,1,19,35,32,169,147,46,57,67,205,194,20
d2336,278,0,278,85,188,4,4,21,10,151,175,61,59,41,180,229,27
d2337,265,265,0,110,117,15,97,87,69,146,142,19,23,25,87,309,65
d2338,268,0,268,62,196,3,33,9,10,164,160,81,72,58,250,179,9
d2339,285,0,285,87,195,0,13,12,11,137,194,63,73,43,199,228,20
d2340,269,0,269,71,189,2,33,7,8,160,162,78,73,46,273,161,8
d2341,287,0,287,110,173,1,14,7,6,112,113,116,119,33,174,230,36
d2342,272,272,0,97,158,4,58,57,61,168,150,23,24,33,123,277,50
d2343,285,0,285,88,193,3,4,14,12,182,156,60,63,37,188,235,27
d2344,281,281,0,118,129,12,101,98,87,148,137,19,24,20,94,338,61
d2345,276,276,0,102,156,6,51,59,65,154,158,27,20,35,107,288,53
d2346,222,222,0,61,98,23,179,108,114,100,131,23,29,8,51,360,86
d2347,274,0,274,57,207,7,14,10,7,151,176,82,80,58,254,186,8
d2348,269,0,269,69,187,6,30,14,11,156,157,85,68,63,266,155,7
d2349,311,0,311,140,168,1,8,6,4,104,107,136,130,41,178,248,20
d2350,293,293,0,133,154,1,22,43,23,148,157,50,45,68,183,197,18
d2351,350,350,0,173,175,1,4,37,27,175,176,52,63,83,187,251,9
d2352,278,0,278,69,194,5,41,12,15,174,165,73,74,62,280,164,7
d2353,279,279,0,89,171,12,31,74,61,161,140,30,32,23,122,295,58
d2354,280,280,0,91,162,10,82,82,71,166,158,29,21,34,128,322,43
d2355,254,0,254,59,181,6,37,10,10,170,144,74,68,47,269,148,12
d2356,273,0,273,71,195,3,18,7,7,167,159,74,74,68,253,159,8
d2357,287,0,287,80,200,3,19,6,12,170,170,84,66,56,289,154,9
d2358,259,259,0,73,161,12,58,64,71,166,145,19,24,28,120,288,53
d2359,264,0,264,65,190,5,18,12,14,142,155,80,75,58,249,157,14
d2360,263,0,263,67,188,3,23,8,13,165,132,81,76,57,254,150,14
d2361,270,0,270,64,196,4,29,10,7,151,179,70,80,51,273,156,17
d2362,273,273,0,95,153,8,75,61,67,145,192,17,18,35,114,302,49
d2363,265,265,0,93,151,11,47,56,66,150,159,24,20,40,113,273,49
d2364,247,0,247,54,181,1,53,7,11,159,153,63,79,52,264,145,11
d2365,283,0,283,106,170,2,23,8,6,122,102,121,116,41,155,255,24
d2366,320,0,320,138,180,0,11,15,11,121,113,111,138,41,189,241,38
d2367,182,182,0,35,75,25,208,110,113,97,93,34,21,9,58,332,69
d2368,302,0,302,115,185,1,4,11,6,121,86,128,140,43,161,263,25
d2369,286,0,286,70,206,5,23,12,13,168,164,82,81,65,265,179,11
d2370,304,304,0,122,175,3,20,31,33,150,165,63,59,65,193,227,16
d2371,266,266,0,93,137,10,117,86,91,156,136,28,17,34,81,321,78
d2372,300,0,300,97,195,2,27,12,15,167,183,86,57,30,194,276,20
d2373,269,0,269,67,192,6,17,9,9,167,173,61,67,59,268,154,5
d2374,301,301,0,117,180,2,9,35,38,152,170,47,50,75,195,199,23
d2375,309,309,0,129,175,0,21,20,31,184,164,51,50,63,198,222,17
d2376,277,277,0,97,151,15,62,69,68,149,161,25,34,44,118,290,54
d2377,279,0,279,106,160,4,41,10,5,122,132,102,108,63,273,140,3
d2378,277,277,0,108,140,12,75,78,78,139,158,24,22,35,94,297,73
d2379,197,197,0,44,79,29,204,100,131,82,114,33,33,10,56,373,54
d2380,297,0,297,117,164,5,51,10,6,129,135,112,119,65,280,166,0
d2381,262,262,0,92,147,7,73,63,63,158,157,18,21,24,120,281,55
d2382,291,291,0,125,161,3,10,33,27,144,165,52,45,81,187,187,11
d2383,326,0,326,142,183,1,0,10,7,114,120,118,142,51,192,245,23
d2384,296,0,296,82,211,1,8,12,11,194,165,61,72,38,192,252,33
d2385,292,292,0,108,166,10,36,66,71,154,153,26,36,26,126,296,58
d2386,228,228,0,57,108,24,173,130,116,97,108,30,37,7,61,361,89
d2387,273,273,0,89,161,11,56,68,66,161,149,34,22,32,114,293,61
d2388,301,0,301,131,164,1,23,8,8,105,120,117,127,39,173,250,23
d2389,276,276,0,106,148,8,63,94,73,150,134,18,20,16,87,324,62
d2390,274,0,274,69,190,5,43,12,11,150,167,74,93,64,254,184,5
d2391,274,0,274,70,194,7,13,9,13,148,171,77,74,70,256,154,12
d2392,192,192,0,39,81,24,211,102,123,89,103,37,30,17,61,326,80
d2393,291,291,0,123,132,12,109,96,77,147,162,29,21,43,77,328,84
d2394,288,0,288,85,200,1,8,24,11,171,160,71,59,30,211,238,17
d2395,260,260,0,76,160,9,68,71,66,152,159,19,24,29,106,299,57
d2396,276,276,0,85,170,4,79,71,70,168,162,31,14,31,113,320,52
d2397,329,0,329,138,189,1,4,10,11,112,131,131,128,41,204,246,32
d2398,305,0,305,141,160,2,8,5,5,111,97,139,118,38,192,221,24
d2399,307,0,307,91,213,2,5,10,18,188,182,68,62,33,217,244,34
d2400,313,0,313,130,172,5,25,3,12,140,142,117,100,57,303,152,2
d2401,320,0,320,128,188,2,11,10,10,118,101,146,136,45,194,256,26
d2402,253,253,0,93,132,9,89,73,60,165,134,20,21,36,102,272,63
d2403,274,274,0,98,157,6,56,68,67,162,148,21,20,30,119,288,49
d2404,244,244,0,103,107,11,105,72,91,136,118,16,22,22,60,294,79
d2405,275,275,0,92,161,10,54,57,67,175,152,22,25,32,121,291,54
d2406,273,273,0,97,154,11,47,69,69,151,139,30,27,32,111,290,52
d2407,278,278,0,99,157,7,68,74,56,174,154,23,21,43,118,297,44
d2408,314,0,314,126,186,1,5,9,6,132,103,115,141,47,179,248,32
d2409,275,275,0,124,117,7,120,78,93,152,129,20,27,24,73,333,69
d2410,267,267,0,107,133,11,70,75,81,137,127,29,27,31,92,282,71
d2411,278,0,278,56,211,3,36,10,14,167,178,78,76,70,264,180,9
d2412,274,274,0,112,127,8,120,97,78,162,137,15,21,30,85,321,74
d2413,268,268,0,102,138,10,80,91,89,135,132,20,21,30,71,313,74
d2414,190,190,0,35,88,23,195,104,116,97,107,26,25,12,53,331,79
d2415,270,0,270,78,184,4,19,8,12,128,136,94,99,68,266,142,1
d2416,294,294,0,123,163,1,31,29,28,168,156,45,57,67,200,201,15
d2417,270,0,270,76,184,1,43,11,5,171,148,77,78,52,273,155,10
d2418,189,189,0,38,86,22,203,131,108,97,99,20,24,5,37,355,82
d2419,290,290,0,115,139,20,71,93,104,152,144,15,16,30,75,351,68
d2420,271,271,0,120,115,11,117,78,104,142,137,17,22,29,88,306,77
d2421,279,0,279,88,177,5,40,9,10,133,139,108,98,46,271,177,3
d2422,261,261,0,99,128,13,91,72,91,133,137,29,23,35,84,296,70
d2423,196,196,0,42,87,23,200,105,129,96,103,23,29,13,56,333,83
d2424,298,0,298,91,206,0,4,21,14,150,195,59,68,36,205,243,23
d2425,310,310,0,143,163,0,18,22,29,177,151,57,51,52,201,218,16
d2426,286,0,286,85,197,1,13,14,5,172,175,76,53,35,192,233,35
d2427,294,0,294,88,201,1,21,16,15,160,193,61,69,44,207,248,15
